accuracy,recall,precision,Feature
6.056815693663794,9.20796301957298,6.364779821242926,Array/List(1/-1)
4.3141292076121625,7.0867012648687115,2.036146320977554,Counterexample
8.412996758412545,15.63288335636999,7.925249377101411,Example
2.6026146421792435,7.433454080576407,9.73685187363529,Explanation
18.133986454366493,2.938902383008567,8.57168759550114,Tag/Adjacency(1/-1)
10.576662422962542,15.546916019963087,30.286250317842175,Array/List(1/-1)_AND_Tag/Adjacency(1/-1)
8.116060499669475,10.61689353384408,7.271062623841274,Counterexample_AND_Array/List(1/-1)
2.3295940574505587,4.285873996242443,1.39765504158452,Counterexample_AND_Tag/Adjacency(1/-1)
1.6761874751378543,4.576035807000598,1.0641420523331206,Example_AND_Array/List(1/-1)
1.5672350062218003,4.740553120008637,1.5908319344894677,Example_AND_Counterexample
7.029415967182504,0.21566958611562567,4.0425082065280336,Example_AND_Tag/Adjacency(1/-1)
11.3542131559833,6.339649317300953,9.441381336966014,Explanation_AND_Array/List(1/-1)
2.844236221374699,3.1193531446822207,0.6439810386194069,Explanation_AND_Counterexample
5.413270679988585,4.660449757262384,3.605888769338146,Explanation_AND_Example
9.572581757794438,3.5987016131833207,6.0215836899995345,Explanation_AND_Tag/Adjacency(1/-1)
