accuracy,recall,precision,Feature
3.53874970495392,11.925658269187224,8.108547581162862,Array/List(1/-1)
0.8363330218835047,5.240849527034818,0.9139584902064052,Counterexample
18.11590299341558,0.6896699638476886,13.10729346225533,Example
2.0759250084951235,8.945791823721327,9.695563454145992,Explanation
20.57492510575686,18.321333661020674,11.114886254732411,Tag/Adjacency(1/-1)
3.461389416412672,6.530838148745306,2.0932383895836892,Array/List(1/-1)_AND_Tag/Adjacency(1/-1)
8.825402495385283,0.8062394731693329,3.969068834412189,Counterexample_AND_Array/List(1/-1)
2.9507026254108166,1.1513548383590664,2.2804996586327335,Counterexample_AND_Tag/Adjacency(1/-1)
9.038044177157193,3.874671286785651,8.522109253714367,Example_AND_Array/List(1/-1)
4.48672422029696,9.053534205741679,10.480583094858432,Example_AND_Counterexample
0.40232875362777215,1.3268904227433371,2.389304371867152,Example_AND_Tag/Adjacency(1/-1)
3.445011358326891,1.9287288486494358,1.229006599231533,Explanation_AND_Array/List(1/-1)
9.677144157682347,3.730920097224234,7.75066879937481,Explanation_AND_Counterexample
2.095779984989469,7.965435109093097,8.653856006419483,Explanation_AND_Example
10.4756369762056,18.50808432467713,9.691415749402623,Explanation_AND_Tag/Adjacency(1/-1)
