accuracy,recall,precision,Feature
6.253695875208098,23.728322653053837,12.315246142072107,Array/List(1/-1)
5.209125829940175,5.560301259225994,2.778932819780376,Counterexample
19.82096467130865,11.551042733838438,3.326950525295583,Example
4.8254276061411785,4.144222423792312,0.9519006598590666,Explanation
5.3629726947458245,3.644896118014396,3.767181039091538,Tag/Adjacency(1/-1)
10.015161652296767,17.611942343125133,19.69948828433454,Array/List(1/-1)_AND_Tag/Adjacency(1/-1)
0.9572286525810713,1.135152748055974,2.2026466335554025,Counterexample_AND_Array/List(1/-1)
2.5193123350239186,2.445554058457281,0.575038763738739,Counterexample_AND_Tag/Adjacency(1/-1)
7.423147224112705,9.434361047264277,12.884938635418058,Example_AND_Array/List(1/-1)
5.539890494165966,10.569513795320246,9.079255772292154,Example_AND_Counterexample
8.952987579633707,3.664368180497211,10.356509911685615,Example_AND_Tag/Adjacency(1/-1)
5.106802367612949,4.2170224965923895,12.061757661163329,Explanation_AND_Array/List(1/-1)
7.449605508977303,1.3070744253539959,6.371006530326397,Explanation_AND_Counterexample
6.034645385119455,0.7732072248201288,1.797058885532337,Explanation_AND_Example
4.529032123132243,0.21301849258838534,1.8320877358547643,Explanation_AND_Tag/Adjacency(1/-1)
