source_input,Tag/Adjacency(1/-1),metric,n,mean,sample_std,median,min,max,ci95_low,ci95_high
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,accuracy,80,0.9155844155844155,0.008168094243938703,0.9172077922077921,0.8928571428571429,0.9253246753246752,0.9137945030147605,0.9173743281540705
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,accuracy,80,0.9145698051948052,0.012691796580402193,0.9172077922077921,0.8798701298701299,0.9285714285714286,0.9117885926435881,0.9173510177460223
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,precision,80,0.1728740877178377,0.09862458578164461,0.1602564102564102,0.0,0.3333333333333333,0.15126202246790707,0.1944861529677683
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,precision,80,0.1856318936911042,0.08757224068065556,0.1833333333333333,0.0,0.3333333333333333,0.1664417803469202,0.2048220070352882
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,recall,80,0.1052631578947368,0.07490190178577051,0.1052631578947368,0.0,0.2631578947368421,0.0888495549791112,0.12167676081036238
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,recall,80,0.10197368421052626,0.039584565564367846,0.1052631578947368,0.0,0.1578947368421052,0.09329933382327732,0.1106480345977752
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,accuracy,80,0.8998131229235881,0.004567150441532336,0.8995016611295681,0.8903654485049833,0.9086378737541528,0.8988123019562161,0.90081394389096
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,1,accuracy,80,0.896906146179402,0.0037596711354622105,0.8961794019933556,0.8903654485049833,0.903654485049834,0.8960822719166721,0.8977300204421319
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,precision,80,0.4198717948717949,0.16089975090213443,0.4145299145299145,0.1111111111111111,0.75,0.3846130823749592,0.45513050736863053
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,1,precision,80,0.3456054362304362,0.103377819753367,0.3571428571428571,0.2,0.5555555555555556,0.3229517726616798,0.36825909979919264
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,recall,80,0.06355932203389827,0.028603929684559964,0.0677966101694915,0.0169491525423728,0.1016949152542373,0.05729120957646486,0.06982743449133169
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,1,recall,80,0.05508474576271183,0.019540203946043742,0.0508474576271186,0.0169491525423728,0.0847457627118644,0.05080280977959061,0.059366681745833046
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg3_sg1.csv,-1,accuracy,80,0.9408694503171248,0.003310233215664146,0.9408033826638478,0.9355179704016914,0.9471458773784356,0.9401440634809477,0.9415948371533018
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg3_sg1.csv,1,accuracy,80,0.9408694503171248,0.0028010412687554387,0.9418604651162792,0.93446088794926,0.945031712473573,0.9402556450860222,0.9414832555482273
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg3_sg1.csv,-1,precision,80,0.29549565018315016,0.22682735111774094,0.225,0.0,1.0,0.24578991531011296,0.34520138505618736
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg3_sg1.csv,1,precision,80,0.28870677933177935,0.08337808932230278,0.2857142857142857,0.1428571428571428,0.5,0.27043574992702496,0.30697780873653374
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg3_sg1.csv,-1,recall,80,0.038461538461538415,0.026498954548536065,0.0384615384615384,0.0,0.0961538461538461,0.03265469901862443,0.0442683779044524
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg3_sg1.csv,1,recall,80,0.050480769230769176,0.029725323577853693,0.0384615384615384,0.0192307692307692,0.1346153846153846,0.04396692050178988,0.05699461795974847
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg1_sg2.csv,-1,accuracy,80,0.9119318181818181,0.00951679379081801,0.9123376623376624,0.8928571428571429,0.9253246753246752,0.9098463587930946,0.9140172775705416
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg1_sg2.csv,1,accuracy,80,0.9131493506493508,0.01329669408091127,0.9123376623376624,0.8863636363636364,0.9318181818181818,0.910235584088939,0.9160631172097625
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg1_sg2.csv,-1,precision,80,0.21728170941115982,0.06157318246106072,0.2142857142857142,0.1176470588235294,0.3571428571428571,0.2037888908969147,0.23077452792540493
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg1_sg2.csv,1,precision,80,0.24843344461910638,0.0889408181918237,0.231283422459893,0.1363636363636363,0.4285714285714285,0.22894342850487234,0.2679234607333404
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg1_sg2.csv,-1,recall,80,0.16776315789473678,0.06808133260669799,0.1578947368421052,0.0526315789473684,0.3157894736842105,0.15284417809941653,0.18268213769005703
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg1_sg2.csv,1,recall,80,0.19078947368421045,0.07916913112873573,0.1578947368421052,0.0526315789473684,0.3684210526315789,0.17344077290971258,0.20813817445870833
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg2_sg3.csv,-1,accuracy,80,0.8891196013289037,0.00891416489811657,0.8887043189368771,0.8637873754152824,0.903654485049834,0.8871661988187702,0.8910730038390371
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg2_sg3.csv,1,accuracy,80,0.8952450166112957,0.006155201584668576,0.8970099667774086,0.8837209302325582,0.903654485049834,0.8938961985937595,0.896593834628832
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg2_sg3.csv,-1,precision,80,0.26094158357122754,0.1262592017642918,0.2444444444444444,0.0714285714285714,0.5454545454545454,0.23327381609410539,0.28860935104834967
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg2_sg3.csv,1,precision,80,0.32584516178266176,0.14653265732529497,0.36038961038961037,0.0769230769230769,0.5454545454545454,0.29373477747776366,0.35795554608755986
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg2_sg3.csv,-1,recall,80,0.07627118644067792,0.06901922692998962,0.0508474576271186,0.0169491525423728,0.2542372881355932,0.06114668149002371,0.09139569139133212
